ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60652,5,01/31/2021,02/06/2021,62,4706,141,10718.1,1110,37134,2528,84574.2,0.1,0.1,1,86,2.3,195.9,43907,60652-2021-5,POINT (-87.714238 41.745398)
60652,6,02/07/2021,02/13/2021,47,4753,107,10825.2,974,38108,2218,86792.5,0.1,0.1,2,88,4.6,200.4,43907,60652-2021-6,POINT (-87.714238 41.745398)
60652,7,02/14/2021,02/20/2021,29,4782,66,10891.2,871,38979,1984,88776.3,0.0,0.1,1,89,2.3,202.7,43907,60652-2021-7,POINT (-87.714238 41.745398)
60652,8,02/21/2021,02/27/2021,21,4803,48,10939,945,39924,2152,90928.6,0.0,0.1,0,89,0.0,202.7,43907,60652-2021-8,POINT (-87.714238 41.745398)
60652,9,02/28/2021,03/06/2021,33,4836,75,11014.2,954,40878,2173,93101.3,0.0,0.1,1,90,2.3,205.0,43907,60652-2021-9,POINT (-87.714238 41.745398)
60653,14,03/29/2020,04/04/2020,47,113,147,353.4,140,355,438,1110.3,0.3,0.3,3,3,9.4,9.4,31972,60653-2020-14,POINT (-87.611244 41.819261)
60653,15,04/05/2020,04/11/2020,62,175,194,547.4,190,545,594,1704.6,0.3,0.3,7,10,21.9,31.3,31972,60653-2020-15,POINT (-87.611244 41.819261)
60653,16,04/12/2020,04/18/2020,62,237,194,741.3,210,755,657,2361.4,0.2,0.2,2,12,6.3,37.5,31972,60653-2020-16,POINT (-87.611244 41.819261)
60653,17,04/19/2020,04/25/2020,49,286,153,894.5,292,1047,913,3274.7,0.2,0.2,7,19,21.9,59.4,31972,60653-2020-17,POINT (-87.611244 41.819261)
60653,18,04/26/2020,05/02/2020,38,324,119,1013.4,254,1301,794,4069.2,0.2,0.2,3,22,9.4,68.8,31972,60653-2020-18,POINT (-87.611244 41.819261)
60653,19,05/03/2020,05/09/2020,52,376,163,1176,373,1674,1167,5235.8,0.1,0.2,3,25,9.4,78.2,31972,60653-2020-19,POINT (-87.611244 41.819261)
60653,20,05/10/2020,05/16/2020,50,426,156,1332.4,503,2177,1573,6809.1,0.1,0.2,2,27,6.3,84.4,31972,60653-2020-20,POINT (-87.611244 41.819261)
60653,21,05/17/2020,05/23/2020,49,475,153,1485.7,723,2900,2261,9070.4,0.1,0.2,2,29,6.3,90.7,31972,60653-2020-21,POINT (-87.611244 41.819261)
60653,22,05/24/2020,05/30/2020,23,498,72,1557.6,466,3366,1458,10528,0.1,0.1,1,30,3.1,93.8,31972,60653-2020-22,POINT (-87.611244 41.819261)
60653,23,05/31/2020,06/06/2020,18,516,56,1613.9,362,3728,1132,11660.2,0.1,0.1,1,31,3.1,97.0,31972,60653-2020-23,POINT (-87.611244 41.819261)
60653,24,06/07/2020,06/13/2020,14,530,44,1657.7,673,4401,2105,13765.2,0.0,0.1,1,32,3.1,100.1,31972,60653-2020-24,POINT (-87.611244 41.819261)
60653,25,06/14/2020,06/20/2020,13,543,41,1698.4,531,4932,1661,15426,0.0,0.1,1,33,3.1,103.2,31972,60653-2020-25,POINT (-87.611244 41.819261)
60653,26,06/21/2020,06/27/2020,22,565,69,1767.2,724,5656,2264,17690.5,0.0,0.1,2,35,6.3,109.5,31972,60653-2020-26,POINT (-87.611244 41.819261)
60653,27,06/28/2020,07/04/2020,15,580,47,1814.1,714,6370,2233,19923.7,0.0,0.1,1,36,3.1,112.6,31972,60653-2020-27,POINT (-87.611244 41.819261)
60653,28,07/05/2020,07/11/2020,22,602,69,1882.9,756,7126,2365,22288.3,0.0,0.1,2,38,6.3,118.9,31972,60653-2020-28,POINT (-87.611244 41.819261)
60653,29,07/12/2020,07/18/2020,20,622,63,1945.5,948,8074,2965,25253.3,0.0,0.1,0,38,0.0,118.9,31972,60653-2020-29,POINT (-87.611244 41.819261)
60653,30,07/19/2020,07/25/2020,26,648,81,2026.8,670,8744,2096,27348.9,0.0,0.1,0,38,0.0,118.9,31972,60653-2020-30,POINT (-87.611244 41.819261)
60653,31,07/26/2020,08/01/2020,21,669,66,2092.5,791,9535,2474,29823,0.0,0.1,0,38,0.0,118.9,31972,60653-2020-31,POINT (-87.611244 41.819261)
60653,32,08/02/2020,08/08/2020,19,688,59,2151.9,622,10157,1946,31768.4,0.0,0.1,0,38,0.0,118.9,31972,60653-2020-32,POINT (-87.611244 41.819261)
60653,33,08/09/2020,08/15/2020,13,701,41,2192.5,685,10842,2142,33910.9,0.0,0.1,2,40,6.3,125.1,31972,60653-2020-33,POINT (-87.611244 41.819261)
60653,34,08/16/2020,08/22/2020,14,715,44,2236.3,619,11461,1936,35847,0.0,0.1,1,41,3.1,128.2,31972,60653-2020-34,POINT (-87.611244 41.819261)
60653,35,08/23/2020,08/29/2020,11,726,34,2270.7,531,11992,1661,37507.8,0.0,0.1,1,42,3.1,131.4,31972,60653-2020-35,POINT (-87.611244 41.819261)
60653,36,08/30/2020,09/05/2020,17,743,53,2323.9,541,12533,1692,39199.9,0.0,0.1,0,42,0.0,131.4,31972,60653-2020-36,POINT (-87.611244 41.819261)
60653,37,09/06/2020,09/12/2020,9,752,28,2352.1,510,13043,1595,40795.1,0.0,0.1,0,42,0.0,131.4,31972,60653-2020-37,POINT (-87.611244 41.819261)
60653,38,09/13/2020,09/19/2020,9,761,28,2380.2,598,13641,1870,42665.5,0.0,0.1,0,42,0.0,131.4,31972,60653-2020-38,POINT (-87.611244 41.819261)
60653,39,09/20/2020,09/26/2020,15,776,47,2427.1,603,14244,1886,44551.5,0.0,0.1,0,42,0.0,131.4,31972,60653-2020-39,POINT (-87.611244 41.819261)
60653,40,09/27/2020,10/03/2020,14,790,44,2470.9,742,14986,2321,46872.3,0.0,0.1,0,42,0.0,131.4,31972,60653-2020-40,POINT (-87.611244 41.819261)
60653,41,10/04/2020,10/10/2020,27,817,84,2555.4,751,15737,2349,49221.2,0.0,0.1,0,42,0.0,131.4,31972,60653-2020-41,POINT (-87.611244 41.819261)
60653,42,10/11/2020,10/17/2020,32,849,100,2655.4,891,16628,2787,52008,0.0,0.1,0,42,0.0,131.4,31972,60653-2020-42,POINT (-87.611244 41.819261)
60653,43,10/18/2020,10/24/2020,55,904,172,2827.5,919,17547,2874,54882.4,0.1,0.1,0,42,0.0,131.4,31972,60653-2020-43,POINT (-87.611244 41.819261)
60653,44,10/25/2020,10/31/2020,93,997,291,3118.4,1071,18618,3350,58232.2,0.1,0.1,0,42,0.0,131.4,31972,60653-2020-44,POINT (-87.611244 41.819261)
60653,45,11/01/2020,11/07/2020,111,1108,347,3465.5,1156,19774,3616,61847.9,0.1,0.1,2,44,6.3,137.6,31972,60653-2020-45,POINT (-87.611244 41.819261)
60653,46,11/08/2020,11/14/2020,162,1270,507,3972.2,1412,21186,4416,66264.2,0.1,0.1,0,44,0.0,137.6,31972,60653-2020-46,POINT (-87.611244 41.819261)
60653,47,11/15/2020,11/21/2020,127,1397,397,4369.4,1721,22907,5383,71647.1,0.1,0.1,1,45,3.1,140.7,31972,60653-2020-47,POINT (-87.611244 41.819261)
60653,48,11/22/2020,11/28/2020,86,1483,269,4638.4,1366,24273,4272,75919.6,0.1,0.1,2,47,6.3,147.0,31972,60653-2020-48,POINT (-87.611244 41.819261)
60653,49,11/29/2020,12/05/2020,120,1603,375,5013.8,1414,25687,4423,80342.2,0.1,0.1,1,48,3.1,150.1,31972,60653-2020-49,POINT (-87.611244 41.819261)
60653,50,12/06/2020,12/12/2020,114,1717,357,5370.3,1516,27203,4742,85083.8,0.1,0.1,2,50,6.3,156.4,31972,60653-2020-50,POINT (-87.611244 41.819261)
60653,51,12/13/2020,12/19/2020,81,1798,253,5623.7,1507,28710,4714,89797.3,0.1,0.1,0,50,0.0,156.4,31972,60653-2020-51,POINT (-87.611244 41.819261)
60653,52,12/20/2020,12/26/2020,56,1854,175,5798.8,1170,29880,3660,93456.8,0.1,0.1,2,52,6.3,162.6,31972,60653-2020-52,POINT (-87.611244 41.819261)
60653,53,12/27/2020,01/02/2021,62,1916,194,5992.7,1063,30943,3325,96781.6,0.1,0.1,1,53,3.1,165.8,31972,60653-2020-53,POINT (-87.611244 41.819261)
60653,1,01/03/2021,01/09/2021,79,1995,247,6239.8,1306,32249,4085,100866.4,0.1,0.1,1,54,3.1,168.9,31972,60653-2021-1,POINT (-87.611244 41.819261)
60653,10,03/07/2021,03/13/2021,14,2282,44,7137.5,831,41748,2599,130576.8,0.0,0.1,0,58,0.0,181.4,31972,60653-2021-10,POINT (-87.611244 41.819261)
60653,11,03/14/2021,03/20/2021,27,2309,84,7221.9,1028,42776,3215,133792.1,0.0,0.1,0,58,0.0,181.4,31972,60653-2021-11,POINT (-87.611244 41.819261)
60653,12,03/21/2021,03/27/2021,36,2345,113,7334.5,834,43610,2608,136400.6,0.0,0.1,1,59,3.1,184.5,31972,60653-2021-12,POINT (-87.611244 41.819261)
60653,13,03/28/2021,04/03/2021,50,2395,156,7490.9,987,44597,3087,139487.7,0.1,0.1,0,59,0.0,184.5,31972,60653-2021-13,POINT (-87.611244 41.819261)
60653,14,04/04/2021,04/10/2021,60,2455,188,7678.6,1236,45833,3866,143353.6,0.1,0.1,2,61,6.3,190.8,31972,60653-2021-14,POINT (-87.611244 41.819261)
60653,15,04/11/2021,04/17/2021,60,2515,188,7866.3,1065,46898,3331,146684.6,0.1,0.1,1,62,3.1,193.9,31972,60653-2021-15,POINT (-87.611244 41.819261)
60653,16,04/18/2021,04/24/2021,53,2568,166,8032,1084,47982,3390,150075.1,0.1,0.1,0,62,0.0,193.9,31972,60653-2021-16,POINT (-87.611244 41.819261)
60653,17,04/25/2021,05/01/2021,57,2625,178,8210.3,1144,49126,3578,153653.2,0.1,0.1,1,63,3.1,197.0,31972,60653-2021-17,POINT (-87.611244 41.819261)
60653,18,05/02/2021,05/08/2021,74,2699,232,8441.8,1223,50349,3825,157478.4,0.1,0.1,3,66,9.4,206.4,31972,60653-2021-18,POINT (-87.611244 41.819261)
60653,19,05/09/2021,05/15/2021,32,2731,100,8541.8,1029,51378,3218,160696.9,0.0,0.1,1,67,3.1,209.6,31972,60653-2021-19,POINT (-87.611244 41.819261)
60653,2,01/10/2021,01/16/2021,49,2044,153,6393.1,1362,33611,4260,105126.4,0.0,0.1,1,55,3.1,172.0,31972,60653-2021-2,POINT (-87.611244 41.819261)
60653,3,01/17/2021,01/23/2021,50,2094,156,6549.5,1101,34712,3444,108570,0.1,0.1,0,55,0.0,172.0,31972,60653-2021-3,POINT (-87.611244 41.819261)
60653,30,07/25/2021,07/31/2021,28,2892,88,9045.4,766,59145,2396,184990,0.0,0.1,0,70,0.0,218.9,31972,60653-2021-30,POINT (-87.611244 41.819261)
60653,31,08/01/2021,08/07/2021,44,2936,138,9183,1149,60294,3594,188583.8,0.0,0.1,1,71,3.1,222.1,31972,60653-2021-31,POINT (-87.611244 41.819261)
60653,32,08/08/2021,08/14/2021,38,2974,119,9301.9,1248,61542,3903,192487.2,0.0,0.1,1,72,3.1,225.2,31972,60653-2021-32,POINT (-87.611244 41.819261)
60653,33,08/15/2021,08/21/2021,58,3032,181,9483.3,1233,62775,3856,196343.7,0.1,0.1,1,73,3.1,228.3,31972,60653-2021-33,POINT (-87.611244 41.819261)
60653,34,08/22/2021,08/28/2021,48,3080,150,9633.4,1098,63873,3434,199777.9,0.0,0.1,0,73,0.0,228.3,31972,60653-2021-34,POINT (-87.611244 41.819261)
60653,35,08/29/2021,09/04/2021,40,3120,125,9758.5,1114,64987,3484,203262.2,0.0,0.1,0,73,0.0,228.3,31972,60653-2021-35,POINT (-87.611244 41.819261)
60653,36,09/05/2021,09/11/2021,47,3167,147,9905.5,1291,66278,4038,207300.1,0.0,0.1,0,73,0.0,228.3,31972,60653-2021-36,POINT (-87.611244 41.819261)
60653,37,09/12/2021,09/18/2021,37,3204,116,10021.3,1387,67665,4338,211638.3,0.0,0.1,0,73,0.0,228.3,31972,60653-2021-37,POINT (-87.611244 41.819261)
60653,38,09/19/2021,09/25/2021,19,3223,59,10080.7,1642,69307,5136,216774.1,0.0,0.1,0,73,0.0,228.3,31972,60653-2021-38,POINT (-87.611244 41.819261)
60653,39,09/26/2021,10/02/2021,31,3254,97,10177.7,1645,70952,5145,221919.2,0.0,0.1,1,74,3.1,231.5,31972,60653-2021-39,POINT (-87.611244 41.819261)
60653,4,01/24/2021,01/30/2021,50,2144,156,6705.9,1300,36012,4066,112636.1,0.0,0.1,1,56,3.1,175.2,31972,60653-2021-4,POINT (-87.611244 41.819261)
60653,5,01/31/2021,02/06/2021,42,2186,131,6837.2,1082,37094,3384,116020.3,0.0,0.1,0,56,0.0,175.2,31972,60653-2021-5,POINT (-87.611244 41.819261)
60653,6,02/07/2021,02/13/2021,25,2211,78,6915.4,1075,38169,3362,119382.6,0.0,0.1,1,57,3.1,178.3,31972,60653-2021-6,POINT (-87.611244 41.819261)
60653,7,02/14/2021,02/20/2021,20,2231,63,6978,958,39127,2996,122379,0.0,0.1,1,58,3.1,181.4,31972,60653-2021-7,POINT (-87.611244 41.819261)
60653,8,02/21/2021,02/27/2021,17,2248,53,7031.2,1004,40131,3140,125519.2,0.0,0.1,0,58,0.0,181.4,31972,60653-2021-8,POINT (-87.611244 41.819261)
60653,9,02/28/2021,03/06/2021,20,2268,63,7093.7,786,40917,2458,127977.6,0.0,0.1,0,58,0.0,181.4,31972,60653-2021-9,POINT (-87.611244 41.819261)
60654,45,11/01/2020,11/07/2020,166,817,868,4269.7,1054,12588,5508,65785.2,0.2,0.1,1,3,5.2,15.7,19135,60654-2020-45,POINT (-87.636354 41.892485)
60654,46,11/08/2020,11/14/2020,146,963,763,5032.7,1081,13669,5649,71434.5,0.1,0.1,0,3,0.0,15.7,19135,60654-2020-46,POINT (-87.636354 41.892485)
60654,47,11/15/2020,11/21/2020,119,1082,622,5654.6,1588,15257,8299,79733.5,0.1,0.1,0,3,0.0,15.7,19135,60654-2020-47,POINT (-87.636354 41.892485)
60654,48,11/22/2020,11/28/2020,73,1155,382,6036.1,1067,16324,5576,85309.6,0.1,0.1,1,4,5.2,20.9,19135,60654-2020-48,POINT (-87.636354 41.892485)
60654,49,11/29/2020,12/05/2020,86,1241,449,6485.5,1008,17332,5268,90577.5,0.1,0.1,0,4,0.0,20.9,19135,60654-2020-49,POINT (-87.636354 41.892485)
60654,50,12/06/2020,12/12/2020,73,1314,382,6867,952,18284,4975,95552.7,0.1,0.1,0,4,0.0,20.9,19135,60654-2020-50,POINT (-87.636354 41.892485)
60654,51,12/13/2020,12/19/2020,58,1372,303,7170.1,1303,19587,6810,102362.2,0.0,0.1,1,5,5.2,26.1,19135,60654-2020-51,POINT (-87.636354 41.892485)
60654,52,12/20/2020,12/26/2020,38,1410,199,7368.7,1046,20633,5466,107828.6,0.0,0.1,1,6,5.2,31.4,19135,60654-2020-52,POINT (-87.636354 41.892485)
60654,53,12/27/2020,01/02/2021,58,1468,303,7671.8,767,21400,4008,111836.9,0.1,0.1,0,6,0.0,31.4,19135,60654-2020-53,POINT (-87.636354 41.892485)
60654,1,01/03/2021,01/09/2021,99,1567,517,8189.2,1086,22486,5676,117512.4,0.1,0.1,0,6,0.0,31.4,19135,60654-2021-1,POINT (-87.636354 41.892485)
60654,10,03/07/2021,03/13/2021,15,1805,78,9433,862,29874,4505,156122.3,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-10,POINT (-87.636354 41.892485)
60654,11,03/14/2021,03/20/2021,34,1839,178,9610.7,911,30785,4761,160883.2,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-11,POINT (-87.636354 41.892485)
60654,12,03/21/2021,03/27/2021,56,1895,293,9903.3,919,31704,4803,165685.9,0.1,0.1,0,6,0.0,31.4,19135,60654-2021-12,POINT (-87.636354 41.892485)
60654,13,03/28/2021,04/03/2021,58,1953,303,10206.4,1042,32746,5446,171131.4,0.1,0.1,0,6,0.0,31.4,19135,60654-2021-13,POINT (-87.636354 41.892485)
60654,14,04/04/2021,04/10/2021,57,2010,298,10504.3,879,33625,4594,175725.1,0.1,0.1,0,6,0.0,31.4,19135,60654-2021-14,POINT (-87.636354 41.892485)
60654,15,04/11/2021,04/17/2021,27,2037,141,10645.4,815,34440,4259,179984.3,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-15,POINT (-87.636354 41.892485)
60654,16,04/18/2021,04/24/2021,21,2058,110,10755.2,785,35225,4102,184086.8,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-16,POINT (-87.636354 41.892485)
60654,17,04/25/2021,05/01/2021,16,2074,84,10838.8,849,36074,4437,188523.6,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-17,POINT (-87.636354 41.892485)
60654,18,05/02/2021,05/08/2021,6,2080,31,10870.1,810,36884,4233,192756.7,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-18,POINT (-87.636354 41.892485)
60654,19,05/09/2021,05/15/2021,9,2089,47,10917.2,668,37552,3491,196247.7,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-19,POINT (-87.636354 41.892485)
60654,2,01/10/2021,01/16/2021,58,1625,303,8492.3,901,23387,4709,122221.1,0.1,0.1,0,6,0.0,31.4,19135,60654-2021-2,POINT (-87.636354 41.892485)
60654,20,05/16/2021,05/22/2021,7,2096,37,10953.7,751,38303,3925,200172.5,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-20,POINT (-87.636354 41.892485)
60654,21,05/23/2021,05/29/2021,5,2101,26,10979.9,657,38960,3434,203606,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-21,POINT (-87.636354 41.892485)
60654,22,05/30/2021,06/05/2021,10,2111,52,11032.1,554,39514,2895,206501.2,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-22,POINT (-87.636354 41.892485)
60654,23,06/06/2021,06/12/2021,0,2111,0,11032.1,524,40038,2738,209239.6,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-23,POINT (-87.636354 41.892485)
60654,24,06/13/2021,06/19/2021,2,2113,10,11042.6,464,40502,2425,211664.5,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-24,POINT (-87.636354 41.892485)
60654,25,06/20/2021,06/26/2021,0,2113,0,11042.6,432,40934,2258,213922.1,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-25,POINT (-87.636354 41.892485)
60654,26,06/27/2021,07/03/2021,1,2114,5,11047.8,482,41416,2519,216441.1,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-26,POINT (-87.636354 41.892485)
60654,27,07/04/2021,07/10/2021,3,2117,16,11063.5,600,42016,3136,219576.7,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-27,POINT (-87.636354 41.892485)
60654,28,07/11/2021,07/17/2021,13,2130,68,11131.4,829,42845,4332,223909.1,0.0,0.0,0,6,0.0,31.4,19135,60654-2021-28,POINT (-87.636354 41.892485)
60654,29,07/18/2021,07/24/2021,12,2142,63,11194.1,903,43748,4719,228628.2,0.0,0.0,0,6,0.0,31.4,19135,60654-2021-29,POINT (-87.636354 41.892485)
60654,3,01/17/2021,01/23/2021,26,1651,136,8628.2,753,24140,3935,126156.3,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-3,POINT (-87.636354 41.892485)
60654,30,07/25/2021,07/31/2021,25,2167,131,11324.8,1086,44834,5676,234303.6,0.0,0.0,0,6,0.0,31.4,19135,60654-2021-30,POINT (-87.636354 41.892485)
60654,31,08/01/2021,08/07/2021,33,2200,172,11497.3,1213,46047,6339,240642.8,0.0,0.0,0,6,0.0,31.4,19135,60654-2021-31,POINT (-87.636354 41.892485)
60654,32,08/08/2021,08/14/2021,46,2246,240,11737.7,1190,47237,6219,246861.8,0.0,0.0,0,6,0.0,31.4,19135,60654-2021-32,POINT (-87.636354 41.892485)
60654,33,08/15/2021,08/21/2021,41,2287,214,11951.9,1038,48275,5425,252286.4,0.0,0.0,0,6,0.0,31.4,19135,60654-2021-33,POINT (-87.636354 41.892485)
60654,34,08/22/2021,08/28/2021,32,2319,167,12119.2,1128,49403,5895,258181.3,0.0,0.0,0,6,0.0,31.4,19135,60654-2021-34,POINT (-87.636354 41.892485)
60654,35,08/29/2021,09/04/2021,24,2343,125,12244.6,1102,50505,5759,263940.4,0.0,0.0,0,6,0.0,31.4,19135,60654-2021-35,POINT (-87.636354 41.892485)
60654,36,09/05/2021,09/11/2021,21,2364,110,12354.3,973,51478,5085,269025.3,0.0,0.0,0,6,0.0,31.4,19135,60654-2021-36,POINT (-87.636354 41.892485)
60654,37,09/12/2021,09/18/2021,19,2383,99,12453.6,1177,52655,6151,275176.4,0.0,0.0,0,6,0.0,31.4,19135,60654-2021-37,POINT (-87.636354 41.892485)
60654,38,09/19/2021,09/25/2021,11,2394,58,12511.1,1056,53711,5519,280695.1,0.0,0.0,0,6,0.0,31.4,19135,60654-2021-38,POINT (-87.636354 41.892485)
60654,39,09/26/2021,10/02/2021,21,2415,110,12620.9,1087,54798,5681,286375.8,0.0,0.0,0,6,0.0,31.4,19135,60654-2021-39,POINT (-87.636354 41.892485)
60654,4,01/24/2021,01/30/2021,30,1681,157,8784.9,743,24883,3883,130039.2,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-4,POINT (-87.636354 41.892485)
60654,5,01/31/2021,02/06/2021,23,1704,120,8905.1,702,25585,3669,133707.9,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-5,POINT (-87.636354 41.892485)
60654,6,02/07/2021,02/13/2021,27,1731,141,9046.3,861,26446,4500,138207.5,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-6,POINT (-87.636354 41.892485)
60654,7,02/14/2021,02/20/2021,17,1748,89,9135.1,802,27248,4191,142398.7,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-7,POINT (-87.636354 41.892485)
60654,8,02/21/2021,02/27/2021,27,1775,141,9276.2,911,28159,4761,147159.7,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-8,POINT (-87.636354 41.892485)
60654,9,02/28/2021,03/06/2021,15,1790,78,9354.6,853,29012,4458,151617.5,0.0,0.1,0,6,0.0,31.4,19135,60654-2021-9,POINT (-87.636354 41.892485)
60655,33,08/09/2020,08/15/2020,54,489,188,1697.7,620,7263,2152,25215.2,0.1,0.1,1,11,3.5,38.2,28804,60655-2020-33,POINT (-87.701434 41.696456)
60655,34,08/16/2020,08/22/2020,39,528,135,1833.1,735,7998,2552,27767,0.1,0.1,2,13,6.9,45.1,28804,60655-2020-34,POINT (-87.701434 41.696456)
60655,35,08/23/2020,08/29/2020,51,579,177,2010.1,780,8778,2708,30474.9,0.1,0.1,0,13,0.0,45.1,28804,60655-2020-35,POINT (-87.701434 41.696456)
60655,36,08/30/2020,09/05/2020,26,605,90,2100.4,480,9258,1666,32141.4,0.1,0.1,0,13,0.0,45.1,28804,60655-2020-36,POINT (-87.701434 41.696456)
60655,37,09/06/2020,09/12/2020,20,625,69,2169.8,384,9642,1333,33474.5,0.1,0.1,0,13,0.0,45.1,28804,60655-2020-37,POINT (-87.701434 41.696456)
60655,38,09/13/2020,09/19/2020,25,650,87,2256.6,484,10126,1680,35154.8,0.1,0.1,0,13,0.0,45.1,28804,60655-2020-38,POINT (-87.701434 41.696456)
60655,39,09/20/2020,09/26/2020,34,684,118,2374.7,457,10583,1587,36741.4,0.1,0.1,0,13,0.0,45.1,28804,60655-2020-39,POINT (-87.701434 41.696456)
60655,40,09/27/2020,10/03/2020,27,711,94,2468.4,455,11038,1580,38321.1,0.1,0.1,0,13,0.0,45.1,28804,60655-2020-40,POINT (-87.701434 41.696456)
60655,41,10/04/2020,10/10/2020,55,766,191,2659.4,678,11716,2354,40674.9,0.1,0.1,1,14,3.5,48.6,28804,60655-2020-41,POINT (-87.701434 41.696456)
60655,42,10/11/2020,10/17/2020,117,883,406,3065.5,989,12705,3434,44108.5,0.1,0.1,1,15,3.5,52.1,28804,60655-2020-42,POINT (-87.701434 41.696456)
60655,43,10/18/2020,10/24/2020,140,1023,486,3551.6,1212,13917,4208,48316.2,0.1,0.1,0,15,0.0,52.1,28804,60655-2020-43,POINT (-87.701434 41.696456)
60655,10,03/07/2021,03/13/2021,14,3193,49,11085.3,696,31496,2416,109345.9,0.0,0.1,2,35,6.9,121.5,28804,60655-2021-10,POINT (-87.701434 41.696456)
60655,11,03/14/2021,03/20/2021,25,3218,87,11172.1,659,32155,2288,111633.8,0.0,0.1,0,35,0.0,121.5,28804,60655-2021-11,POINT (-87.701434 41.696456)
60655,12,03/21/2021,03/27/2021,27,3245,94,11265.8,731,32886,2538,114171.6,0.0,0.1,0,35,0.0,121.5,28804,60655-2021-12,POINT (-87.701434 41.696456)
60655,13,03/28/2021,04/03/2021,57,3302,198,11463.7,665,33551,2309,116480.3,0.1,0.1,1,36,3.5,125.0,28804,60655-2021-13,POINT (-87.701434 41.696456)
60655,14,04/04/2021,04/10/2021,35,3337,122,11585.2,851,34402,2954,119434.8,0.1,0.1,0,36,0.0,125.0,28804,60655-2021-14,POINT (-87.701434 41.696456)
60655,15,04/11/2021,04/17/2021,39,3376,135,11720.6,855,35257,2968,122403.1,0.0,0.1,0,36,0.0,125.0,28804,60655-2021-15,POINT (-87.701434 41.696456)
60655,16,04/18/2021,04/24/2021,45,3421,156,11876.8,830,36087,2882,125284.7,0.1,0.1,0,36,0.0,125.0,28804,60655-2021-16,POINT (-87.701434 41.696456)
60655,17,04/25/2021,05/01/2021,22,3443,76,11953.2,751,36838,2607,127892,0.0,0.1,0,36,0.0,125.0,28804,60655-2021-17,POINT (-87.701434 41.696456)
60655,18,05/02/2021,05/08/2021,20,3463,69,12022.6,748,37586,2597,130488.8,0.0,0.1,0,36,0.0,125.0,28804,60655-2021-18,POINT (-87.701434 41.696456)
60655,19,05/09/2021,05/15/2021,10,3473,35,12057.4,649,38235,2253,132742,0.0,0.1,0,36,0.0,125.0,28804,60655-2021-19,POINT (-87.701434 41.696456)
60655,20,05/16/2021,05/22/2021,18,3491,62,12119.8,582,38817,2021,134762.5,0.0,0.1,0,36,0.0,125.0,28804,60655-2021-20,POINT (-87.701434 41.696456)
60655,21,05/23/2021,05/29/2021,5,3496,17,12137.2,490,39307,1701,136463.7,0.0,0.1,0,36,0.0,125.0,28804,60655-2021-21,POINT (-87.701434 41.696456)
60655,22,05/30/2021,06/05/2021,1,3497,4,12140.7,381,39688,1323,137786.4,0.0,0.1,0,36,0.0,125.0,28804,60655-2021-22,POINT (-87.701434 41.696456)
60655,23,06/06/2021,06/12/2021,11,3508,38,12178.9,425,40113,1476,139261.9,0.0,0.1,0,36,0.0,125.0,28804,60655-2021-23,POINT (-87.701434 41.696456)
60655,24,06/13/2021,06/19/2021,2,3510,7,12185.8,342,40455,1187,140449.2,0.0,0.1,0,36,0.0,125.0,28804,60655-2021-24,POINT (-87.701434 41.696456)
60655,25,06/20/2021,06/26/2021,1,3511,4,12189.3,368,40823,1278,141726.8,0.0,0.1,0,36,0.0,125.0,28804,60655-2021-25,POINT (-87.701434 41.696456)
60655,26,06/27/2021,07/03/2021,3,3514,10,12199.7,380,41203,1319,143046.1,0.0,0.1,0,36,0.0,125.0,28804,60655-2021-26,POINT (-87.701434 41.696456)
60655,27,07/04/2021,07/10/2021,2,3516,7,12206.6,653,41856,2267,145313.2,0.0,0.1,0,36,0.0,125.0,28804,60655-2021-27,POINT (-87.701434 41.696456)
60655,28,07/11/2021,07/17/2021,2,3518,7,12213.6,1797,43653,6239,151551.9,0.0,0.1,0,36,0.0,125.0,28804,60655-2021-28,POINT (-87.701434 41.696456)
