ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60617,22,05/30/2021,06/05/2021,32,8312,39,10071,1413,94778,1712,114835.1,0.0,0.1,0,166,0.0,201.1,82534,60617-2021-22,POINT (-87.556897 41.721257)
60617,23,06/06/2021,06/12/2021,10,8322,12,10083.1,1204,95982,1459,116293.9,0.0,0.1,1,167,1.2,202.3,82534,60617-2021-23,POINT (-87.556897 41.721257)
60617,24,06/13/2021,06/19/2021,4,8326,5,10088,1191,97173,1443,117736.9,0.0,0.1,0,167,0.0,202.3,82534,60617-2021-24,POINT (-87.556897 41.721257)
60617,29,07/18/2021,07/24/2021,34,8407,41,10186.1,1215,103850,1472,125826.9,0.0,0.1,0,168,0.0,203.6,82534,60617-2021-29,POINT (-87.556897 41.721257)
60617,3,01/17/2021,01/23/2021,160,6693,194,8109.4,1843,63659,2233,77130.6,0.1,0.1,2,127,2.4,153.9,82534,60617-2021-3,POINT (-87.556897 41.721257)
60617,31,08/01/2021,08/07/2021,85,8538,103,10344.8,1663,106851,2015,129463,0.1,0.1,1,169,1.2,204.8,82534,60617-2021-31,POINT (-87.556897 41.721257)
60617,33,08/15/2021,08/21/2021,86,8716,104,10560.5,2755,111676,3338,135309.1,0.0,0.1,0,169,0.0,204.8,82534,60617-2021-33,POINT (-87.556897 41.721257)
60617,36,09/05/2021,09/11/2021,116,8999,140,10903.4,2057,118454,2492,143521.5,0.1,0.1,0,173,0.0,209.6,82534,60617-2021-36,POINT (-87.556897 41.721257)
60617,37,09/12/2021,09/18/2021,90,9089,109,11012.4,2708,121162,3281,146802.5,0.0,0.1,0,173,0.0,209.6,82534,60617-2021-37,POINT (-87.556897 41.721257)
60617,38,09/19/2021,09/25/2021,81,9170,98,11110.6,2608,123770,3160,149962.4,0.0,0.1,1,174,1.2,210.8,82534,60617-2021-38,POINT (-87.556897 41.721257)
60617,39,09/26/2021,10/02/2021,93,9263,113,11223.3,3099,126869,3755,153717.3,0.0,0.1,1,175,1.2,212.0,82534,60617-2021-39,POINT (-87.556897 41.721257)
60617,4,01/24/2021,01/30/2021,132,6825,160,8269.3,1816,65475,2200,79330.9,0.1,0.1,2,129,2.4,156.3,82534,60617-2021-4,POINT (-87.556897 41.721257)
60617,5,01/31/2021,02/06/2021,65,6890,79,8348.1,1505,66980,1824,81154.4,0.1,0.1,3,132,3.6,159.9,82534,60617-2021-5,POINT (-87.556897 41.721257)
60617,6,02/07/2021,02/13/2021,63,6953,76,8424.4,1368,68348,1658,82811.9,0.1,0.1,5,137,6.1,166.0,82534,60617-2021-6,POINT (-87.556897 41.721257)
60617,7,02/14/2021,02/20/2021,26,6979,32,8455.9,1141,69489,1382,84194.4,0.0,0.1,2,139,2.4,168.4,82534,60617-2021-7,POINT (-87.556897 41.721257)
60617,8,02/21/2021,02/27/2021,54,7033,65,8521.3,1432,70921,1735,85929.4,0.0,0.1,3,142,3.6,172.1,82534,60617-2021-8,POINT (-87.556897 41.721257)
60617,9,02/28/2021,03/06/2021,35,7068,42,8563.7,1317,72238,1596,87525.1,0.0,0.1,3,145,3.6,175.7,82534,60617-2021-9,POINT (-87.556897 41.721257)
60618,27,06/28/2020,07/04/2020,37,1459,39,1545.6,1516,12757,1606,13514.5,0.0,0.1,0,49,0.0,51.9,94395,60618-2020-27,POINT (-87.703343 41.946699)
60618,28,07/05/2020,07/11/2020,43,1502,46,1591.2,1708,14465,1809,15323.9,0.0,0.1,1,50,1.1,53.0,94395,60618-2020-28,POINT (-87.703343 41.946699)
60618,30,07/19/2020,07/25/2020,40,1590,42,1684.4,1808,18246,1915,19329.4,0.0,0.1,0,50,0.0,53.0,94395,60618-2020-30,POINT (-87.703343 41.946699)
60618,31,07/26/2020,08/01/2020,66,1656,70,1754.3,1799,20045,1906,21235.2,0.0,0.1,0,50,0.0,53.0,94395,60618-2020-31,POINT (-87.703343 41.946699)
60618,32,08/02/2020,08/08/2020,82,1738,87,1841.2,1950,21995,2066,23301,0.0,0.1,0,50,0.0,53.0,94395,60618-2020-32,POINT (-87.703343 41.946699)
60618,33,08/09/2020,08/15/2020,91,1829,96,1937.6,1921,23916,2035,25336.1,0.1,0.1,1,51,1.1,54.0,94395,60618-2020-33,POINT (-87.703343 41.946699)
60618,36,08/30/2020,09/05/2020,84,2085,89,2208.8,1874,29720,1985,31484.7,0.1,0.1,0,52,0.0,55.1,94395,60618-2020-36,POINT (-87.703343 41.946699)
60618,44,10/25/2020,10/31/2020,331,3192,351,3381.5,3205,48731,3395,51624.6,0.1,0.1,2,60,2.1,63.6,94395,60618-2020-44,POINT (-87.703343 41.946699)
60618,45,11/01/2020,11/07/2020,415,3607,440,3821.2,3537,52268,3747,55371.6,0.1,0.1,4,64,4.2,67.8,94395,60618-2020-45,POINT (-87.703343 41.946699)
60618,46,11/08/2020,11/14/2020,540,4147,572,4393.2,3986,56254,4223,59594.3,0.1,0.1,3,67,3.2,71.0,94395,60618-2020-46,POINT (-87.703343 41.946699)
60618,48,11/22/2020,11/28/2020,288,4847,305,5134.8,3105,63518,3289,67289.6,0.1,0.1,7,77,7.4,81.6,94395,60618-2020-48,POINT (-87.703343 41.946699)
60618,49,11/29/2020,12/05/2020,414,5261,439,5573.4,3502,67020,3710,70999.5,0.1,0.1,2,79,2.1,83.7,94395,60618-2020-49,POINT (-87.703343 41.946699)
60618,51,12/13/2020,12/19/2020,242,5823,256,6168.8,3537,73710,3747,78086.8,0.1,0.1,3,86,3.2,91.1,94395,60618-2020-51,POINT (-87.703343 41.946699)
60618,52,12/20/2020,12/26/2020,218,6041,231,6399.7,3202,76912,3392,81478.9,0.1,0.1,8,94,8.5,99.6,94395,60618-2020-52,POINT (-87.703343 41.946699)
60618,53,12/27/2020,01/02/2021,279,6320,296,6695.3,2835,79747,3003,84482.2,0.1,0.1,2,96,2.1,101.7,94395,60618-2020-53,POINT (-87.703343 41.946699)
60618,1,01/03/2021,01/09/2021,298,6618,316,7011,3303,83050,3499,87981.4,0.1,0.1,3,99,3.2,104.9,94395,60618-2021-1,POINT (-87.703343 41.946699)
60618,10,03/07/2021,03/13/2021,85,7585,90,8035.4,2584,105768,2737,112048.3,0.0,0.1,0,113,0.0,119.7,94395,60618-2021-10,POINT (-87.703343 41.946699)
60618,12,03/21/2021,03/27/2021,121,7786,128,8248.3,2807,111133,2974,117731.9,0.0,0.1,2,115,2.1,121.8,94395,60618-2021-12,POINT (-87.703343 41.946699)
60618,13,03/28/2021,04/03/2021,126,7912,134,8381.8,3049,114182,3230,120961.9,0.0,0.1,1,116,1.1,122.9,94395,60618-2021-13,POINT (-87.703343 41.946699)
60618,14,04/04/2021,04/10/2021,169,8081,179,8560.8,3158,117340,3346,124307.4,0.1,0.1,0,116,0.0,122.9,94395,60618-2021-14,POINT (-87.703343 41.946699)
60618,15,04/11/2021,04/17/2021,127,8208,134,8695.4,2789,120129,2955,127262,0.1,0.1,0,116,0.0,122.9,94395,60618-2021-15,POINT (-87.703343 41.946699)
60618,16,04/18/2021,04/24/2021,97,8305,103,8798.1,2601,122730,2755,130017.5,0.0,0.1,3,119,3.2,126.1,94395,60618-2021-16,POINT (-87.703343 41.946699)
60618,17,04/25/2021,05/01/2021,93,8398,98,8896.7,2393,125123,2535,132552.6,0.0,0.1,2,121,2.1,128.2,94395,60618-2021-17,POINT (-87.703343 41.946699)
60618,19,05/09/2021,05/15/2021,49,8528,52,9034.4,2276,129955,2411,137671.5,0.0,0.1,0,125,0.0,132.4,94395,60618-2021-19,POINT (-87.703343 41.946699)
60618,2,01/10/2021,01/16/2021,204,6822,216,7227.1,3092,86142,3276,91257,0.1,0.1,3,102,3.2,108.1,94395,60618-2021-2,POINT (-87.703343 41.946699)
60618,20,05/16/2021,05/22/2021,24,8552,25,9059.8,2137,132092,2264,139935.4,0.0,0.1,0,125,0.0,132.4,94395,60618-2021-20,POINT (-87.703343 41.946699)
60618,21,05/23/2021,05/29/2021,16,8568,17,9076.8,2009,134101,2128,142063.7,0.0,0.1,1,126,1.1,133.5,94395,60618-2021-21,POINT (-87.703343 41.946699)
60618,22,05/30/2021,06/05/2021,15,8583,16,9092.6,1896,135997,2009,144072.2,0.0,0.1,1,127,1.1,134.5,94395,60618-2021-22,POINT (-87.703343 41.946699)
60618,23,06/06/2021,06/12/2021,15,8598,16,9108.5,2011,138008,2130,146202.7,0.0,0.1,2,129,2.1,136.7,94395,60618-2021-23,POINT (-87.703343 41.946699)
60618,25,06/20/2021,06/26/2021,9,8616,10,9127.6,1525,141184,1616,149567.2,0.0,0.1,1,131,1.1,138.8,94395,60618-2021-25,POINT (-87.703343 41.946699)
60618,26,06/27/2021,07/03/2021,9,8625,10,9137.1,1490,142674,1578,151145.7,0.0,0.1,1,132,1.1,139.8,94395,60618-2021-26,POINT (-87.703343 41.946699)
60618,28,07/11/2021,07/17/2021,35,8676,37,9191.2,1898,146003,2011,154672.4,0.0,0.1,0,132,0.0,139.8,94395,60618-2021-28,POINT (-87.703343 41.946699)
60618,30,07/25/2021,07/31/2021,76,8798,80,9320.4,2295,150326,2431,159252.1,0.0,0.1,0,132,0.0,139.8,94395,60618-2021-30,POINT (-87.703343 41.946699)
60618,31,08/01/2021,08/07/2021,87,8885,92,9412.6,3400,153726,3602,162854,0.0,0.1,0,132,0.0,139.8,94395,60618-2021-31,POINT (-87.703343 41.946699)
60618,32,08/08/2021,08/14/2021,139,9024,147,9559.8,3022,156748,3201,166055.4,0.0,0.1,0,132,0.0,139.8,94395,60618-2021-32,POINT (-87.703343 41.946699)
60618,33,08/15/2021,08/21/2021,109,9133,116,9675.3,3266,160014,3460,169515.3,0.0,0.1,0,132,0.0,139.8,94395,60618-2021-33,POINT (-87.703343 41.946699)
60618,34,08/22/2021,08/28/2021,110,9243,116,9791.8,3045,163059,3226,172741.1,0.0,0.1,1,133,1.1,140.9,94395,60618-2021-34,POINT (-87.703343 41.946699)
60618,35,08/29/2021,09/04/2021,117,9360,124,9915.8,3127,166186,3313,176053.8,0.0,0.1,0,133,0.0,140.9,94395,60618-2021-35,POINT (-87.703343 41.946699)
60618,36,09/05/2021,09/11/2021,90,9450,95,10011.1,3264,169450,3458,179511.6,0.0,0.1,0,133,0.0,140.9,94395,60618-2021-36,POINT (-87.703343 41.946699)
60618,37,09/12/2021,09/18/2021,111,9561,118,10128.7,4487,173937,4753,184265.1,0.0,0.1,0,133,0.0,140.9,94395,60618-2021-37,POINT (-87.703343 41.946699)
60618,39,09/26/2021,10/02/2021,97,9719,103,10296.1,4988,182968,5284,193832.3,0.0,0.1,0,133,0.0,140.9,94395,60618-2021-39,POINT (-87.703343 41.946699)
60618,4,01/24/2021,01/30/2021,135,7095,143,7516.3,2790,91691,2956,97135.4,0.1,0.1,2,106,2.1,112.3,94395,60618-2021-4,POINT (-87.703343 41.946699)
60618,5,01/31/2021,02/06/2021,129,7224,137,7652.9,2425,94116,2569,99704.4,0.1,0.1,1,107,1.1,113.4,94395,60618-2021-5,POINT (-87.703343 41.946699)
60618,6,02/07/2021,02/13/2021,71,7295,75,7728.2,2287,96403,2423,102127.2,0.0,0.1,2,109,2.1,115.5,94395,60618-2021-6,POINT (-87.703343 41.946699)
60618,7,02/14/2021,02/20/2021,70,7365,74,7802.3,2066,98469,2189,104315.9,0.0,0.1,4,113,4.2,119.7,94395,60618-2021-7,POINT (-87.703343 41.946699)
60618,8,02/21/2021,02/27/2021,68,7433,72,7874.4,2344,100813,2483,106799.1,0.0,0.1,0,113,0.0,119.7,94395,60618-2021-8,POINT (-87.703343 41.946699)
60618,9,02/28/2021,03/06/2021,67,7500,71,7945.3,2371,103184,2512,109310.9,0.0,0.1,0,113,0.0,119.7,94395,60618-2021-9,POINT (-87.703343 41.946699)
60619,36,08/30/2020,09/05/2020,30,1350,49,2203.8,1017,19542,1660,31901.1,0.0,0.1,0,67,0.0,109.4,61258,60619-2020-36,POINT (-87.60569 41.744737)
60619,38,09/13/2020,09/19/2020,20,1394,33,2275.6,861,21177,1406,34570.2,0.0,0.1,1,68,1.6,111.0,61258,60619-2020-38,POINT (-87.60569 41.744737)
60619,40,09/27/2020,10/03/2020,38,1458,62,2380.1,1113,23151,1817,37792.6,0.0,0.1,1,70,1.6,114.3,61258,60619-2020-40,POINT (-87.60569 41.744737)
60619,42,10/11/2020,10/17/2020,62,1564,101,2553.1,1097,25342,1791,41369.3,0.1,0.1,1,73,1.6,119.2,61258,60619-2020-42,POINT (-87.60569 41.744737)
60619,43,10/18/2020,10/24/2020,89,1653,145,2698.4,1288,26630,2103,43471.9,0.1,0.1,0,73,0.0,119.2,61258,60619-2020-43,POINT (-87.60569 41.744737)
60619,44,10/25/2020,10/31/2020,128,1781,209,2907.4,1417,28047,2313,45785,0.1,0.1,1,74,1.6,120.8,61258,60619-2020-44,POINT (-87.60569 41.744737)
60619,45,11/01/2020,11/07/2020,201,1982,328,3235.5,1575,29622,2571,48356.1,0.1,0.1,3,77,4.9,125.7,61258,60619-2020-45,POINT (-87.60569 41.744737)
60619,46,11/08/2020,11/14/2020,237,2219,387,3622.4,1973,31595,3221,51576.9,0.1,0.1,0,77,0.0,125.7,61258,60619-2020-46,POINT (-87.60569 41.744737)
60619,47,11/15/2020,11/21/2020,236,2455,385,4007.6,2033,33628,3319,54895.7,0.1,0.1,2,79,3.3,129.0,61258,60619-2020-47,POINT (-87.60569 41.744737)
60619,49,11/29/2020,12/05/2020,182,2757,297,4500.6,1881,36985,3071,60375.8,0.1,0.1,3,85,4.9,138.8,61258,60619-2020-49,POINT (-87.60569 41.744737)
60619,50,12/06/2020,12/12/2020,168,2925,274,4774.9,1932,38917,3154,63529.7,0.1,0.1,5,90,8.2,146.9,61258,60619-2020-50,POINT (-87.60569 41.744737)
60619,52,12/20/2020,12/26/2020,119,3201,194,5225.4,1281,41900,2091,68399.2,0.1,0.1,7,102,11.4,166.5,61258,60619-2020-52,POINT (-87.60569 41.744737)
60619,53,12/27/2020,01/02/2021,108,3309,176,5401.7,1325,43225,2163,70562.2,0.1,0.1,3,105,4.9,171.4,61258,60619-2020-53,POINT (-87.60569 41.744737)
60619,1,01/03/2021,01/09/2021,143,3452,233,5635.2,1641,44866,2679,73241,0.1,0.1,1,106,1.6,173.0,61258,60619-2021-1,POINT (-87.60569 41.744737)
60619,10,03/07/2021,03/13/2021,34,3911,56,6384.5,1341,57251,2189,93458.8,0.0,0.1,2,119,3.3,194.3,61258,60619-2021-10,POINT (-87.60569 41.744737)
60619,11,03/14/2021,03/20/2021,50,3961,82,6466.1,1529,58780,2496,95954.8,0.0,0.1,1,120,1.6,195.9,61258,60619-2021-11,POINT (-87.60569 41.744737)
60619,12,03/21/2021,03/27/2021,62,4023,101,6567.3,1463,60243,2388,98343.1,0.0,0.1,2,122,3.3,199.2,61258,60619-2021-12,POINT (-87.60569 41.744737)
60619,13,03/28/2021,04/03/2021,121,4144,198,6764.8,1510,61753,2465,100808.1,0.1,0.1,0,122,0.0,199.2,61258,60619-2021-13,POINT (-87.60569 41.744737)
60619,14,04/04/2021,04/10/2021,144,4288,235,6999.9,1922,63675,3138,103945.6,0.1,0.1,4,126,6.5,205.7,61258,60619-2021-14,POINT (-87.60569 41.744737)
60619,19,05/09/2021,05/15/2021,78,4835,127,7892.8,1910,73371,3118,119773.7,0.0,0.1,1,134,1.6,218.7,61258,60619-2021-19,POINT (-87.60569 41.744737)
60619,2,01/10/2021,01/16/2021,106,3558,173,5808.2,1611,46477,2630,75870.9,0.1,0.1,1,107,1.6,174.7,61258,60619-2021-2,POINT (-87.60569 41.744737)
60619,20,05/16/2021,05/22/2021,70,4905,114,8007.1,1876,75247,3062,122836.2,0.0,0.1,3,137,4.9,223.6,61258,60619-2021-20,POINT (-87.60569 41.744737)
60619,22,05/30/2021,06/05/2021,29,4965,47,8105.1,1500,78534,2449,128202,0.0,0.1,3,140,4.9,228.5,61258,60619-2021-22,POINT (-87.60569 41.744737)
60619,23,06/06/2021,06/12/2021,18,4983,29,8134.4,1385,79919,2261,130463,0.0,0.1,0,140,0.0,228.5,61258,60619-2021-23,POINT (-87.60569 41.744737)
60619,24,06/13/2021,06/19/2021,8,4991,13,8147.5,1164,81083,1900,132363.1,0.0,0.1,0,140,0.0,228.5,61258,60619-2021-24,POINT (-87.60569 41.744737)
60619,25,06/20/2021,06/26/2021,6,4997,10,8157.3,1415,82498,2310,134673,0.0,0.1,0,140,0.0,228.5,61258,60619-2021-25,POINT (-87.60569 41.744737)
60619,26,06/27/2021,07/03/2021,10,5007,16,8173.6,1424,83922,2325,136997.6,0.0,0.1,0,140,0.0,228.5,61258,60619-2021-26,POINT (-87.60569 41.744737)
60619,27,07/04/2021,07/10/2021,11,5018,18,8191.6,1413,85335,2307,139304.3,0.0,0.1,0,140,0.0,228.5,61258,60619-2021-27,POINT (-87.60569 41.744737)
60619,28,07/11/2021,07/17/2021,24,5042,39,8230.8,1071,86406,1748,141052.6,0.0,0.1,0,140,0.0,228.5,61258,60619-2021-28,POINT (-87.60569 41.744737)
60619,29,07/18/2021,07/24/2021,32,5074,52,8283,1249,87655,2039,143091.5,0.0,0.1,1,141,1.6,230.2,61258,60619-2021-29,POINT (-87.60569 41.744737)
60619,3,01/17/2021,01/23/2021,73,3631,119,5927.4,1556,48033,2540,78411,0.1,0.1,1,108,1.6,176.3,61258,60619-2021-3,POINT (-87.60569 41.744737)
60619,30,07/25/2021,07/31/2021,51,5125,83,8366.3,1180,88835,1926,145017.8,0.0,0.1,1,142,1.6,231.8,61258,60619-2021-30,POINT (-87.60569 41.744737)
60619,31,08/01/2021,08/07/2021,61,5186,100,8465.8,1556,90391,2540,147557.9,0.0,0.1,1,143,1.6,233.4,61258,60619-2021-31,POINT (-87.60569 41.744737)
60619,32,08/08/2021,08/14/2021,97,5283,158,8624.2,2001,92392,3266,150824.4,0.0,0.1,0,143,0.0,233.4,61258,60619-2021-32,POINT (-87.60569 41.744737)
60619,33,08/15/2021,08/21/2021,103,5386,168,8792.3,2653,95045,4331,155155.2,0.0,0.1,2,145,3.3,236.7,61258,60619-2021-33,POINT (-87.60569 41.744737)
60619,34,08/22/2021,08/28/2021,74,5460,121,8913.1,2367,97412,3864,159019.2,0.0,0.1,1,146,1.6,238.3,61258,60619-2021-34,POINT (-87.60569 41.744737)
60619,35,08/29/2021,09/04/2021,72,5532,118,9030.7,1937,99349,3162,162181.3,0.0,0.1,1,147,1.6,240.0,61258,60619-2021-35,POINT (-87.60569 41.744737)
60619,36,09/05/2021,09/11/2021,62,5594,101,9131.9,1872,101221,3056,165237.2,0.0,0.1,2,149,3.3,243.2,61258,60619-2021-36,POINT (-87.60569 41.744737)
60619,38,09/19/2021,09/25/2021,69,5722,113,9340.8,2585,106492,4220,173841.8,0.0,0.1,0,149,0.0,243.2,61258,60619-2021-38,POINT (-87.60569 41.744737)
60619,39,09/26/2021,10/02/2021,60,5782,98,9438.8,3052,109544,4982,178824,0.0,0.1,1,150,1.6,244.9,61258,60619-2021-39,POINT (-87.60569 41.744737)
60619,4,01/24/2021,01/30/2021,69,3700,113,6040,1589,49622,2594,81004.9,0.0,0.1,5,113,8.2,184.5,61258,60619-2021-4,POINT (-87.60569 41.744737)
60619,5,01/31/2021,02/06/2021,48,3748,78,6118.4,1268,50890,2070,83074.9,0.0,0.1,2,115,3.3,187.7,61258,60619-2021-5,POINT (-87.60569 41.744737)
60619,6,02/07/2021,02/13/2021,40,3788,65,6183.7,1267,52157,2068,85143.2,0.0,0.1,0,115,0.0,187.7,61258,60619-2021-6,POINT (-87.60569 41.744737)
60620,16,04/12/2020,04/18/2020,90,495,132,726.9,377,1318,554,1935.5,0.3,0.3,9,40,13.2,58.7,68096,60620-2020-16,POINT (-87.651656 41.740873)
60620,17,04/19/2020,04/25/2020,186,681,273,1000.1,930,2248,1366,3301.2,0.2,0.3,4,44,5.9,64.6,68096,60620-2020-17,POINT (-87.651656 41.740873)
60620,18,04/26/2020,05/02/2020,77,758,113,1113.1,560,2808,822,4123.6,0.2,0.3,4,48,5.9,70.5,68096,60620-2020-18,POINT (-87.651656 41.740873)
60620,21,05/17/2020,05/23/2020,81,1011,119,1484.7,1156,5424,1698,7965.2,0.1,0.2,6,64,8.8,94.0,68096,60620-2020-21,POINT (-87.651656 41.740873)
60620,24,06/07/2020,06/13/2020,31,1132,46,1662.4,792,7718,1163,11334,0.0,0.1,1,67,1.5,98.4,68096,60620-2020-24,POINT (-87.651656 41.740873)
60620,25,06/14/2020,06/20/2020,29,1161,43,1704.9,755,8473,1109,12442.7,0.0,0.1,2,69,2.9,101.3,68096,60620-2020-25,POINT (-87.651656 41.740873)
60620,26,06/21/2020,06/27/2020,25,1186,37,1741.7,862,9335,1266,13708.6,0.0,0.1,0,69,0.0,101.3,68096,60620-2020-26,POINT (-87.651656 41.740873)
60620,27,06/28/2020,07/04/2020,28,1214,41,1782.8,805,10140,1182,14890.7,0.0,0.1,1,70,1.5,102.8,68096,60620-2020-27,POINT (-87.651656 41.740873)
60620,29,07/12/2020,07/18/2020,63,1323,92,1942.8,979,12092,1438,17757.3,0.1,0.1,0,70,0.0,102.8,68096,60620-2020-29,POINT (-87.651656 41.740873)
60620,30,07/19/2020,07/25/2020,61,1384,90,2032.4,953,13045,1400,19156.8,0.1,0.1,0,70,0.0,102.8,68096,60620-2020-30,POINT (-87.651656 41.740873)
60620,31,07/26/2020,08/01/2020,43,1427,63,2095.6,947,13992,1391,20547.5,0.1,0.1,1,71,1.5,104.3,68096,60620-2020-31,POINT (-87.651656 41.740873)
60620,32,08/02/2020,08/08/2020,62,1489,91,2186.6,952,14944,1398,21945.5,0.1,0.1,0,71,0.0,104.3,68096,60620-2020-32,POINT (-87.651656 41.740873)
60620,33,08/09/2020,08/15/2020,44,1533,65,2251.2,1330,16274,1953,23898.6,0.0,0.1,2,73,2.9,107.2,68096,60620-2020-33,POINT (-87.651656 41.740873)
60620,35,08/23/2020,08/29/2020,34,1597,50,2345.2,1024,18277,1504,26840,0.0,0.1,1,74,1.5,108.7,68096,60620-2020-35,POINT (-87.651656 41.740873)
60620,36,08/30/2020,09/05/2020,37,1634,54,2399.6,834,19111,1225,28064.8,0.1,0.1,1,75,1.5,110.1,68096,60620-2020-36,POINT (-87.651656 41.740873)
60620,37,09/06/2020,09/12/2020,24,1658,35,2434.8,790,19901,1160,29224.9,0.0,0.1,0,75,0.0,110.1,68096,60620-2020-37,POINT (-87.651656 41.740873)
60620,38,09/13/2020,09/19/2020,28,1686,41,2475.9,794,20695,1166,30390.9,0.0,0.1,0,75,0.0,110.1,68096,60620-2020-38,POINT (-87.651656 41.740873)
60620,39,09/20/2020,09/26/2020,25,1711,37,2512.6,797,21492,1170,31561.3,0.0,0.1,2,77,2.9,113.1,68096,60620-2020-39,POINT (-87.651656 41.740873)
60620,41,10/04/2020,10/10/2020,46,1781,68,2615.4,1067,23463,1567,34455.8,0.0,0.1,0,79,0.0,116.0,68096,60620-2020-41,POINT (-87.651656 41.740873)
60620,42,10/11/2020,10/17/2020,72,1853,106,2721.2,1428,24891,2097,36552.8,0.0,0.1,1,80,1.5,117.5,68096,60620-2020-42,POINT (-87.651656 41.740873)
60620,43,10/18/2020,10/24/2020,122,1975,179,2900.3,1513,26404,2222,38774.7,0.1,0.1,0,80,0.0,117.5,68096,60620-2020-43,POINT (-87.651656 41.740873)
60620,44,10/25/2020,10/31/2020,181,2156,266,3166.1,1763,28167,2589,41363.7,0.1,0.1,0,80,0.0,117.5,68096,60620-2020-44,POINT (-87.651656 41.740873)
60620,45,11/01/2020,11/07/2020,241,2397,354,3520,1962,30129,2881,44244.9,0.1,0.1,2,82,2.9,120.4,68096,60620-2020-45,POINT (-87.651656 41.740873)
60620,48,11/22/2020,11/28/2020,179,3082,263,4526,1887,36722,2771,53926.8,0.1,0.1,5,95,7.3,139.5,68096,60620-2020-48,POINT (-87.651656 41.740873)
60620,10,03/07/2021,03/13/2021,25,4662,37,6846.2,1757,65149,2580,95672.3,0.0,0.1,1,135,1.5,198.2,68096,60620-2021-10,POINT (-87.651656 41.740873)
60620,11,03/14/2021,03/20/2021,45,4707,66,6912.3,1736,66885,2549,98221.6,0.0,0.1,1,136,1.5,199.7,68096,60620-2021-11,POINT (-87.651656 41.740873)
60620,12,03/21/2021,03/27/2021,67,4774,98,7010.7,1938,68823,2846,101067.6,0.0,0.1,2,138,2.9,202.7,68096,60620-2021-12,POINT (-87.651656 41.740873)
60620,24,06/13/2021,06/19/2021,8,5746,12,8438.1,1119,92392,1643,135679,0.0,0.1,1,165,1.5,242.3,68096,60620-2021-24,POINT (-87.651656 41.740873)
60620,25,06/20/2021,06/26/2021,3,5749,4,8442.5,1336,93728,1962,137641,0.0,0.1,1,166,1.5,243.8,68096,60620-2021-25,POINT (-87.651656 41.740873)
60620,26,06/27/2021,07/03/2021,11,5760,16,8458.6,1444,95172,2120,139761.5,0.0,0.1,0,166,0.0,243.8,68096,60620-2021-26,POINT (-87.651656 41.740873)
60620,27,07/04/2021,07/10/2021,9,5769,13,8471.9,1469,96641,2157,141918.8,0.0,0.1,0,166,0.0,243.8,68096,60620-2021-27,POINT (-87.651656 41.740873)
60620,28,07/11/2021,07/17/2021,33,5802,48,8520.3,1778,98419,2611,144529.8,0.0,0.1,1,167,1.5,245.2,68096,60620-2021-28,POINT (-87.651656 41.740873)
60620,29,07/18/2021,07/24/2021,33,5835,48,8568.8,1816,100235,2667,147196.6,0.0,0.1,1,168,1.5,246.7,68096,60620-2021-29,POINT (-87.651656 41.740873)
60620,30,07/25/2021,07/31/2021,49,5884,72,8640.7,2043,102278,3000,150196.8,0.0,0.1,0,168,0.0,246.7,68096,60620-2021-30,POINT (-87.651656 41.740873)
60620,33,08/15/2021,08/21/2021,76,6089,112,8941.8,2310,108969,3392,160022.6,0.0,0.1,2,173,2.9,254.1,68096,60620-2021-33,POINT (-87.651656 41.740873)
60620,34,08/22/2021,08/28/2021,95,6184,140,9081.3,2723,111692,3999,164021.4,0.0,0.1,2,175,2.9,257.0,68096,60620-2021-34,POINT (-87.651656 41.740873)
60620,35,08/29/2021,09/04/2021,98,6282,144,9225.2,2229,113921,3273,167294.7,0.0,0.1,3,178,4.4,261.4,68096,60620-2021-35,POINT (-87.651656 41.740873)
60620,36,09/05/2021,09/11/2021,82,6364,120,9345.6,2248,116169,3301,170595.9,0.0,0.1,1,179,1.5,262.9,68096,60620-2021-36,POINT (-87.651656 41.740873)
60620,37,09/12/2021,09/18/2021,80,6444,118,9463.1,2836,119005,4165,174760.6,0.0,0.1,1,180,1.5,264.3,68096,60620-2021-37,POINT (-87.651656 41.740873)
60620,38,09/19/2021,09/25/2021,61,6505,90,9552.7,2962,121967,4350,179110.4,0.0,0.1,0,180,0.0,264.3,68096,60620-2021-38,POINT (-87.651656 41.740873)
60620,39,09/26/2021,10/02/2021,74,6579,109,9661.4,3237,125204,4754,183864,0.0,0.1,2,182,2.9,267.3,68096,60620-2021-39,POINT (-87.651656 41.740873)
60620,5,01/31/2021,02/06/2021,67,4482,98,6581.9,1685,56534,2474,83021,0.0,0.1,3,131,4.4,192.4,68096,60620-2021-5,POINT (-87.651656 41.740873)
60620,7,02/14/2021,02/20/2021,42,4566,62,6705.2,1541,59806,2263,87826,0.0,0.1,1,134,1.5,196.8,68096,60620-2021-7,POINT (-87.651656 41.740873)
